Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000643,SUP0019,MSC,Singapore,Vancouver,2024-03-20,2024-04-10,2024-04-10,21,0,None,Yes,5,4049.63,20248.15,250307.67,CFR,Delivered
SHP000644,SUP0011,ONE,Singapore,Seattle,2023-07-14,2023-08-12,2023-08-12,29,0,None,Yes,8,4348.27,34786.16,362034.38,CIF,Delivered
SHP000645,SUP0001,HMM,Hamburg,Toronto,2022-01-20,2022-02-14,2022-02-14,25,0,None,Yes,8,3621.12,28968.96,561224.88,FOB,Delivered
SHP000646,SUP0018,Maersk,Hamburg,Vancouver,2023-12-24,2024-01-31,2024-01-31,38,0,None,Yes,3,3904.84,11714.52,821276.22,FOB,Delivered
SHP000647,SUP0004,ZIM,Hong Kong,New York,2024-06-29,2024-07-13,2024-07-13,14,0,None,Yes,5,3318.05,16590.25,723737.89,CIF,Delivered
SHP000648,SUP0003,HMM,Singapore,New York,2023-04-25,2023-06-09,2023-06-09,45,0,None,Yes,8,4146.68,33173.44,721619.61,CIF,Delivered
SHP000649,SUP0001,Evergreen,Rotterdam,Vancouver,2023-07-23,2023-09-06,2023-09-06,45,0,None,Yes,10,3287.05,32870.5,622823.92,CIF,Delivered
SHP000650,SUP0003,HMM,Ningbo,Vancouver,2022-09-18,2022-10-18,2022-11-06,30,19,Documentation Error,No,5,1509.85,7549.25,694079.78,CFR,Delivered
SHP000651,SUP0020,Hapag-Lloyd,Hamburg,Toronto,2024-05-24,2024-06-10,2024-06-10,17,0,None,Yes,7,1813.93,12697.51,696164.8,DAP,Delivered
SHP000652,SUP0016,ONE,Shanghai,New York,2022-04-07,2022-05-08,2022-05-08,31,0,None,Yes,6,819.09,4914.54,234877.73,FOB,Delivered
SHP000653,SUP0019,Maersk,Busan,Miami,2022-06-02,2022-07-01,2022-07-01,29,0,None,Yes,5,1032.52,5162.6,644029.97,FOB,Delivered
SHP000654,SUP0016,Yang Ming,Shanghai,Houston,2023-05-28,2023-06-26,2023-06-26,29,0,None,Yes,6,3880.31,23281.86,830552.11,CFR,Delivered
SHP000655,SUP0008,MSC,Hamburg,Vancouver,2024-07-03,2024-07-24,2024-07-27,21,3,Port Congestion,No,7,1959.13,13713.91,855307.54,FOB,Delivered
SHP000656,SUP0005,Maersk,Hamburg,Toronto,2023-09-10,2023-10-21,2023-10-21,41,0,None,Yes,1,2869.25,2869.25,330170.93,DAP,Delivered
SHP000657,SUP0013,MSC,Rotterdam,New York,2022-01-22,2022-03-06,2022-03-06,43,0,None,Yes,7,4055.77,28390.39,638269.03,EXW,Delivered
SHP000658,SUP0001,ZIM,Hong Kong,New York,2022-08-10,2022-08-30,2022-08-30,20,0,None,Yes,2,2993.68,5987.36,848740.49,CFR,Delivered
SHP000659,SUP0005,COSCO,Singapore,Houston,2024-05-12,2024-06-25,2024-06-25,44,0,None,Yes,4,1309.39,5237.56,91867.25,CIF,Delivered
SHP000660,SUP0010,HMM,Rotterdam,Houston,2023-09-30,2023-10-23,2023-10-23,23,0,None,Yes,10,2068.73,20687.3,400388.5,FOB,Delivered
SHP000661,SUP0017,HMM,Ningbo,Toronto,2023-05-02,2023-05-19,2023-05-19,17,0,None,Yes,4,3170.05,12680.2,241198.17,FOB,Delivered
SHP000662,SUP0011,Evergreen,Hamburg,Seattle,2023-11-10,2023-12-15,2023-12-15,35,0,None,Yes,6,1400.44,8402.64,481586.99,FOB,Delivered
SHP000663,SUP0016,Evergreen,Shanghai,New York,2023-04-17,2023-05-30,2023-05-30,43,0,None,Yes,8,3517.97,28143.76,954958.82,EXW,Delivered
SHP000664,SUP0013,Evergreen,Rotterdam,Los Angeles,2022-01-14,2022-02-20,2022-02-20,37,0,None,Yes,1,2852.36,2852.36,185281.87,DAP,Delivered
SHP000665,SUP0007,HMM,Hong Kong,Toronto,2022-03-02,2022-03-28,2022-03-28,26,0,None,Yes,4,4075.91,16303.64,732894.84,EXW,Delivered
SHP000666,SUP0018,Evergreen,Ningbo,New York,2022-02-14,2022-03-11,2022-03-20,25,9,Port Congestion,No,3,2202.01,6606.03,798043.38,FOB,Delivered
SHP000667,SUP0011,Evergreen,Singapore,Seattle,2023-05-07,2023-06-13,2023-06-13,37,0,None,Yes,9,4415.28,39737.52,997810.17,DAP,Delivered
SHP000668,SUP0003,MSC,Ningbo,Los Angeles,2023-01-24,2023-02-19,2023-02-19,26,0,None,Yes,6,1976.42,11858.52,458063.16,CIF,Delivered
SHP000669,SUP0002,HMM,Busan,Chicago,2022-11-01,2022-12-05,2022-12-05,34,0,None,Yes,5,4029.55,20147.75,858927.51,CFR,Delivered
SHP000670,SUP0016,Evergreen,Shenzhen,Seattle,2022-05-13,2022-06-06,2022-06-06,24,0,None,Yes,9,2184.78,19663.02,542947.75,CIF,Delivered
SHP000671,SUP0011,ONE,Hamburg,Seattle,2024-08-28,2024-09-28,2024-09-28,31,0,None,Yes,10,3204.03,32040.3,246839.62,CIF,Delivered
SHP000672,SUP0015,Evergreen,Rotterdam,New York,2023-09-19,2023-10-30,2023-10-30,41,0,None,Yes,6,1741.76,10450.56,130520.97,FOB,Delivered
SHP000673,SUP0010,ZIM,Hong Kong,New York,2022-03-26,2022-05-08,2022-05-08,43,0,None,Yes,7,2469.26,17284.82,460880.38,EXW,Delivered
SHP000674,SUP0016,ONE,Singapore,Miami,2022-02-20,2022-03-17,2022-03-17,25,0,None,Yes,2,2128.64,4257.28,128297.59,CFR,Delivered
SHP000675,SUP0017,COSCO,Shenzhen,Chicago,2023-04-12,2023-05-02,2023-05-02,20,0,None,Yes,1,2820.3,2820.3,367069.95,EXW,Delivered
SHP000676,SUP0009,Hapag-Lloyd,Singapore,New York,2022-10-10,2022-11-09,2022-11-09,30,0,None,Yes,5,3842.54,19212.7,793971.84,DAP,Delivered
SHP000677,SUP0013,HMM,Shanghai,Seattle,2024-11-15,2024-12-08,2024-12-08,23,0,None,Yes,4,2555.42,10221.68,540034.08,CFR,Delivered
SHP000678,SUP0015,ZIM,Hong Kong,Vancouver,2023-10-04,2023-10-30,2023-10-30,26,0,None,Yes,7,1575.46,11028.22,477473.34,CFR,Delivered
SHP000679,SUP0001,ONE,Ningbo,Los Angeles,2023-09-18,2023-10-02,2023-10-02,14,0,None,Yes,6,2057.34,12344.04,448189.95,DAP,Delivered
SHP000680,SUP0018,Hapag-Lloyd,Hong Kong,Toronto,2022-03-07,2022-03-29,2022-04-03,22,5,Bad Weather,No,10,3130.41,31304.1,622852.65,CFR,Delivered
SHP000681,SUP0019,Yang Ming,Rotterdam,New York,2024-03-11,2024-03-29,2024-03-29,18,0,None,Yes,8,1201.96,9615.68,591039.26,DAP,Delivered
SHP000682,SUP0010,MSC,Ningbo,Vancouver,2022-12-30,2023-01-15,2023-01-15,16,0,None,Yes,3,1536.3,4608.9,915778.04,DAP,Delivered
SHP000683,SUP0010,Evergreen,Busan,Chicago,2024-12-09,2024-12-27,2024-12-27,18,0,None,Yes,9,840.87,7567.83,360433.47,DAP,Delivered
SHP000684,SUP0013,CMA CGM,Shenzhen,Los Angeles,2024-05-06,2024-06-19,2024-06-19,44,0,None,Yes,4,1280.75,5123.0,245393.15,DAP,Delivered
SHP000685,SUP0016,CMA CGM,Singapore,New York,2024-10-26,2024-12-08,2024-12-08,43,0,None,Yes,3,2449.21,7347.63,833353.49,CFR,Delivered
SHP000686,SUP0008,COSCO,Hong Kong,Seattle,2024-07-31,2024-09-12,2024-09-12,43,0,None,Yes,2,1865.27,3730.54,886944.37,DAP,Delivered
SHP000687,SUP0012,Hapag-Lloyd,Rotterdam,Los Angeles,2024-04-30,2024-05-29,2024-06-04,29,6,Equipment Shortage,No,8,2223.26,17786.08,676126.04,CFR,Delivered
SHP000688,SUP0004,Yang Ming,Shanghai,New York,2022-11-20,2022-12-21,2022-12-21,31,0,None,Yes,2,3382.76,6765.52,736288.92,CIF,Delivered
SHP000689,SUP0016,Yang Ming,Shenzhen,Houston,2022-06-06,2022-06-26,2022-06-26,20,0,None,Yes,6,2317.36,13904.16,206597.15,CIF,Delivered
SHP000690,SUP0017,Maersk,Hamburg,Toronto,2022-05-30,2022-07-12,2022-07-12,43,0,None,Yes,7,3966.36,27764.52,426840.61,FOB,Delivered
SHP000691,SUP0009,MSC,Ningbo,Houston,2024-08-08,2024-09-22,2024-09-22,45,0,None,Yes,9,3230.98,29078.82,727902.46,DAP,Delivered
SHP000692,SUP0005,ZIM,Singapore,Los Angeles,2022-12-16,2022-12-31,2022-12-31,15,0,None,Yes,5,1259.36,6296.8,754374.16,CIF,Delivered
SHP000693,SUP0003,Maersk,Singapore,Los Angeles,2024-06-21,2024-07-27,2024-07-27,36,0,None,Yes,1,4102.94,4102.94,555683.86,DAP,Delivered
SHP000694,SUP0002,COSCO,Shenzhen,Miami,2023-09-24,2023-11-05,2023-11-05,42,0,None,Yes,1,3657.92,3657.92,778758.53,CIF,Delivered
SHP000695,SUP0012,Evergreen,Busan,Vancouver,2022-02-02,2022-03-14,2022-03-15,40,1,Bad Weather,No,4,3315.85,13263.4,110012.91,FOB,Delivered
SHP000696,SUP0006,CMA CGM,Shanghai,Miami,2024-11-15,2024-12-05,2024-12-05,20,0,None,Yes,4,3111.29,12445.16,937611.0,DAP,Delivered
SHP000697,SUP0014,MSC,Busan,New York,2022-08-05,2022-09-10,2022-09-10,36,0,None,Yes,7,3219.77,22538.39,61382.31,CIF,Delivered
SHP000698,SUP0015,Evergreen,Shenzhen,Chicago,2024-01-26,2024-02-11,2024-02-14,16,3,Equipment Shortage,No,5,3639.92,18199.6,524597.22,FOB,Delivered
SHP000699,SUP0018,HMM,Ningbo,Chicago,2022-07-14,2022-08-17,2022-08-17,34,0,None,Yes,3,2028.57,6085.71,653585.78,EXW,Delivered
SHP000700,SUP0016,MSC,Hong Kong,Toronto,2024-07-08,2024-08-15,2024-08-15,38,0,None,Yes,4,2662.65,10650.6,719397.67,FOB,Delivered
SHP000701,SUP0008,Maersk,Shenzhen,Chicago,2023-04-30,2023-06-10,2023-06-10,41,0,None,Yes,1,1308.96,1308.96,523790.16,CIF,Delivered
SHP000702,SUP0005,Yang Ming,Busan,Toronto,2023-05-03,2023-06-14,2023-06-14,42,0,None,Yes,6,3181.33,19087.98,772469.19,CFR,Delivered
SHP000703,SUP0014,Hapag-Lloyd,Shanghai,New York,2023-11-10,2023-12-15,2023-12-15,35,0,None,Yes,1,4154.54,4154.54,681755.72,CIF,Delivered
SHP000704,SUP0008,HMM,Rotterdam,Houston,2023-01-11,2023-02-22,2023-02-22,42,0,None,Yes,8,1058.94,8471.52,232842.17,CIF,Delivered
SHP000705,SUP0007,CMA CGM,Shenzhen,Los Angeles,2023-02-23,2023-03-24,2023-03-24,29,0,None,Yes,8,1952.41,15619.28,735590.08,CIF,Delivered
SHP000706,SUP0014,CMA CGM,Busan,Chicago,2023-08-08,2023-09-19,2023-09-19,42,0,None,Yes,8,1096.06,8768.48,973927.44,DAP,Delivered
SHP000707,SUP0013,CMA CGM,Hamburg,Seattle,2024-05-15,2024-06-25,2024-06-25,41,0,None,Yes,8,873.3,6986.4,412348.35,FOB,Delivered
SHP000708,SUP0010,HMM,Ningbo,Los Angeles,2023-06-11,2023-07-19,2023-07-19,38,0,None,Yes,5,2188.04,10940.2,625724.09,FOB,Delivered
SHP000709,SUP0011,CMA CGM,Hamburg,New York,2022-11-13,2022-12-09,2022-12-09,26,0,None,Yes,9,3502.36,31521.24,405544.92,DAP,Delivered
SHP000710,SUP0014,Yang Ming,Hong Kong,Miami,2024-09-29,2024-11-01,2024-11-01,33,0,None,Yes,1,4472.15,4472.15,168253.63,CFR,Delivered
SHP000711,SUP0006,Evergreen,Rotterdam,Chicago,2023-12-15,2024-01-29,2024-01-29,45,0,None,Yes,7,4228.12,29596.84,748881.0,CIF,Delivered
SHP000712,SUP0016,Maersk,Hong Kong,Toronto,2022-10-30,2022-11-29,2022-11-29,30,0,None,Yes,3,1740.87,5222.61,622041.86,CIF,Delivered
SHP000713,SUP0001,MSC,Shenzhen,Miami,2024-03-25,2024-04-13,2024-04-30,19,17,Equipment Shortage,No,3,3870.07,11610.21,290227.67,EXW,Delivered
SHP000714,SUP0017,COSCO,Rotterdam,Chicago,2024-04-22,2024-05-11,2024-05-11,19,0,None,Yes,6,3812.64,22875.84,305570.27,CIF,Delivered
SHP000715,SUP0013,Hapag-Lloyd,Shanghai,Los Angeles,2024-10-04,2024-10-18,2024-10-18,14,0,None,Yes,7,2742.36,19196.52,671795.13,DAP,Delivered
SHP000716,SUP0006,CMA CGM,Hong Kong,Los Angeles,2022-10-03,2022-10-29,2022-10-29,26,0,None,Yes,2,2467.44,4934.88,823651.93,CIF,Delivered
SHP000717,SUP0007,Maersk,Ningbo,New York,2023-06-16,2023-07-26,2023-07-26,40,0,None,Yes,10,1204.02,12040.2,654611.96,FOB,Delivered
SHP000718,SUP0010,MSC,Rotterdam,Vancouver,2023-07-21,2023-08-08,2023-08-08,18,0,None,Yes,4,2568.22,10272.88,689164.36,FOB,Delivered
SHP000719,SUP0001,Maersk,Singapore,Toronto,2022-03-27,2022-04-16,2022-04-16,20,0,None,Yes,1,2189.96,2189.96,544070.42,EXW,Delivered
SHP000720,SUP0016,ZIM,Hong Kong,Miami,2023-11-21,2023-12-28,2024-01-08,37,11,Customs Inspection,No,6,3260.79,19564.74,409513.91,FOB,Delivered
SHP000721,SUP0012,ONE,Shenzhen,Toronto,2024-07-24,2024-09-01,2024-09-01,39,0,None,Yes,2,4015.32,8030.64,315494.15,CIF,Delivered
SHP000722,SUP0012,ZIM,Hamburg,Miami,2023-01-20,2023-02-03,2023-02-03,14,0,None,Yes,6,4031.71,24190.26,971117.7,EXW,Delivered
SHP000723,SUP0015,Evergreen,Hamburg,Miami,2022-06-16,2022-07-22,2022-08-05,36,14,Equipment Shortage,No,2,3516.83,7033.66,329169.82,CIF,Delivered
SHP000724,SUP0005,COSCO,Shanghai,Los Angeles,2024-10-16,2024-11-04,2024-11-04,19,0,None,Yes,9,4452.71,40074.39,493462.89,DAP,Delivered
SHP000725,SUP0004,ZIM,Busan,New York,2023-03-10,2023-04-03,2023-04-03,24,0,None,Yes,1,1392.87,1392.87,932518.99,DAP,Delivered
SHP000726,SUP0009,Evergreen,Singapore,Seattle,2022-09-10,2022-10-02,2022-10-02,22,0,None,Yes,8,1134.63,9077.04,707195.32,CIF,Delivered
SHP000727,SUP0019,HMM,Shenzhen,Houston,2024-02-12,2024-03-21,2024-04-08,38,18,Equipment Shortage,No,4,1627.14,6508.56,159905.47,FOB,Delivered
SHP000728,SUP0004,MSC,Hong Kong,New York,2022-08-26,2022-10-02,2022-10-07,37,5,Equipment Shortage,No,10,3526.6,35266.0,345258.97,CFR,Delivered
SHP000729,SUP0018,Evergreen,Rotterdam,Miami,2023-10-17,2023-11-23,2023-11-23,37,0,None,Yes,10,2985.87,29858.7,151256.63,FOB,Delivered
SHP000730,SUP0018,ZIM,Hong Kong,Los Angeles,2023-08-31,2023-09-28,2023-09-28,28,0,None,Yes,3,3025.42,9076.26,188577.16,FOB,Delivered
SHP000731,SUP0020,ONE,Singapore,Vancouver,2023-07-15,2023-08-28,2023-08-28,44,0,None,Yes,7,1017.61,7123.27,819699.67,CIF,Delivered
SHP000732,SUP0007,Evergreen,Shanghai,Los Angeles,2024-09-25,2024-11-03,2024-11-13,39,10,Customs Inspection,No,1,2827.39,2827.39,370539.64,DAP,Delivered
SHP000733,SUP0012,Yang Ming,Rotterdam,Vancouver,2024-12-17,2025-01-18,2025-01-18,32,0,None,Yes,4,3394.1,13576.4,570609.53,FOB,In Transit
SHP000734,SUP0005,ONE,Shanghai,Chicago,2024-07-26,2024-08-19,2024-08-19,24,0,None,Yes,8,1877.0,15016.0,187581.74,CIF,Delivered
SHP000735,SUP0007,Maersk,Hong Kong,Vancouver,2022-10-30,2022-12-07,2022-12-07,38,0,None,Yes,3,4226.15,12678.45,141245.35,DAP,Delivered
SHP000736,SUP0006,Maersk,Shenzhen,Houston,2024-06-07,2024-06-30,2024-06-30,23,0,None,Yes,2,1691.17,3382.34,514194.6,CFR,Delivered
SHP000737,SUP0006,Yang Ming,Shenzhen,Seattle,2024-02-22,2024-03-24,2024-03-24,31,0,None,Yes,2,1231.52,2463.04,165948.98,CFR,Delivered
SHP000738,SUP0008,Maersk,Hamburg,Chicago,2022-07-13,2022-08-07,2022-08-07,25,0,None,Yes,7,1903.94,13327.58,168974.62,EXW,Delivered
SHP000739,SUP0003,COSCO,Ningbo,Miami,2022-02-10,2022-03-21,2022-03-21,39,0,None,Yes,9,2607.68,23469.12,542956.06,CFR,Delivered
SHP000740,SUP0018,MSC,Busan,Vancouver,2023-01-06,2023-01-31,2023-01-31,25,0,None,Yes,6,1255.27,7531.62,172375.19,CIF,Delivered
SHP000741,SUP0006,MSC,Singapore,Toronto,2022-06-23,2022-07-14,2022-07-14,21,0,None,Yes,9,1434.93,12914.37,978247.94,FOB,Delivered
SHP000742,SUP0008,Hapag-Lloyd,Shanghai,Chicago,2024-12-29,2025-02-09,2025-02-09,42,0,None,Yes,6,2733.87,16403.22,986718.55,EXW,In Transit
SHP000743,SUP0020,COSCO,Busan,Vancouver,2022-04-02,2022-05-01,2022-05-01,29,0,None,Yes,5,3967.52,19837.6,254452.29,CIF,Delivered
SHP000744,SUP0020,COSCO,Busan,Houston,2023-07-23,2023-08-14,2023-08-14,22,0,None,Yes,9,1743.38,15690.42,412693.2,CIF,Delivered
SHP000745,SUP0013,ZIM,Shenzhen,Chicago,2024-05-21,2024-06-13,2024-06-13,23,0,None,Yes,5,4482.83,22414.15,711962.79,CIF,Delivered
SHP000746,SUP0012,HMM,Ningbo,Miami,2022-11-11,2022-12-15,2022-12-15,34,0,None,Yes,10,1715.74,17157.4,306618.97,CFR,Delivered
SHP000747,SUP0004,COSCO,Rotterdam,Vancouver,2023-11-06,2023-11-25,2023-12-07,19,12,Bad Weather,No,3,4014.76,12044.28,264477.2,FOB,Delivered
SHP000748,SUP0004,Yang Ming,Busan,Miami,2022-08-04,2022-08-25,2022-08-25,21,0,None,Yes,5,2978.66,14893.3,816458.26,FOB,Delivered
SHP000749,SUP0017,ONE,Singapore,Chicago,2022-07-22,2022-08-08,2022-08-08,17,0,None,Yes,7,1468.49,10279.43,815780.75,CFR,Delivered
SHP000750,SUP0018,HMM,Rotterdam,Seattle,2022-09-19,2022-10-19,2022-10-19,30,0,None,Yes,3,3232.98,9698.94,185536.64,CFR,Delivered
SHP000751,SUP0009,Maersk,Hong Kong,New York,2024-05-06,2024-06-18,2024-06-18,43,0,None,Yes,6,3754.33,22525.98,527117.78,EXW,Delivered
SHP000752,SUP0014,COSCO,Busan,Chicago,2022-06-28,2022-07-31,2022-07-31,33,0,None,Yes,2,3148.3,6296.6,122858.55,CIF,Delivered
SHP000753,SUP0003,CMA CGM,Shanghai,Vancouver,2023-08-09,2023-09-23,2023-09-24,45,1,Equipment Shortage,No,9,4250.03,38250.27,179606.96,DAP,Delivered
SHP000754,SUP0017,COSCO,Shenzhen,Miami,2022-01-29,2022-02-24,2022-02-24,26,0,None,Yes,9,3573.77,32163.93,282014.93,CFR,Delivered
SHP000755,SUP0020,Maersk,Hamburg,Los Angeles,2024-12-08,2025-01-05,2025-01-05,28,0,None,Yes,3,2700.63,8101.89,954859.42,DAP,In Transit
SHP000756,SUP0016,Yang Ming,Ningbo,Houston,2022-08-20,2022-09-24,2022-09-24,35,0,None,Yes,2,1873.24,3746.48,508968.45,EXW,Delivered
SHP000757,SUP0007,Maersk,Rotterdam,New York,2023-09-17,2023-10-03,2023-10-18,16,15,Equipment Shortage,No,1,2116.25,2116.25,634753.74,EXW,Delivered
SHP000758,SUP0010,ONE,Shenzhen,Toronto,2023-12-18,2024-01-12,2024-01-12,25,0,None,Yes,2,2393.97,4787.94,237667.21,CFR,Delivered
SHP000759,SUP0017,CMA CGM,Rotterdam,Vancouver,2024-09-25,2024-10-09,2024-10-09,14,0,None,Yes,5,1636.55,8182.75,425590.88,EXW,Delivered
SHP000760,SUP0012,Yang Ming,Ningbo,Chicago,2022-08-11,2022-09-22,2022-09-22,42,0,None,Yes,6,3564.24,21385.44,55519.71,CIF,Delivered
SHP000761,SUP0004,Evergreen,Singapore,Toronto,2022-10-01,2022-11-09,2022-11-09,39,0,None,Yes,1,1393.16,1393.16,239042.33,DAP,Delivered
SHP000762,SUP0009,MSC,Rotterdam,Seattle,2024-10-11,2024-11-02,2024-11-02,22,0,None,Yes,7,2656.88,18598.16,927383.19,DAP,Delivered
SHP000763,SUP0005,MSC,Shenzhen,Toronto,2022-09-16,2022-10-09,2022-10-09,23,0,None,Yes,4,992.55,3970.2,838343.97,DAP,Delivered
SHP000764,SUP0020,Maersk,Rotterdam,Seattle,2023-08-16,2023-09-17,2023-09-17,32,0,None,Yes,7,1716.67,12016.69,194870.94,CFR,Delivered
SHP000765,SUP0006,Evergreen,Singapore,Vancouver,2023-06-24,2023-07-23,2023-07-23,29,0,None,Yes,2,3394.24,6788.48,527217.25,CIF,Delivered
SHP000766,SUP0007,HMM,Ningbo,New York,2022-09-04,2022-09-26,2022-09-26,22,0,None,Yes,4,4237.66,16950.64,454987.83,CFR,Delivered
SHP000767,SUP0007,MSC,Shanghai,Miami,2024-04-14,2024-05-17,2024-05-17,33,0,None,Yes,7,2573.02,18011.14,534370.51,FOB,Delivered
SHP000768,SUP0010,MSC,Singapore,Houston,2023-07-29,2023-09-03,2023-09-03,36,0,None,Yes,1,1472.48,1472.48,50509.13,EXW,Delivered
SHP000769,SUP0007,Hapag-Lloyd,Hamburg,Chicago,2022-07-26,2022-09-05,2022-09-05,41,0,None,Yes,8,2145.25,17162.0,339138.86,FOB,Delivered
SHP000770,SUP0001,COSCO,Ningbo,Houston,2024-01-09,2024-02-15,2024-02-15,37,0,None,Yes,6,1681.53,10089.18,312149.6,CFR,Delivered
SHP000771,SUP0013,MSC,Shenzhen,Los Angeles,2022-09-04,2022-09-20,2022-10-09,16,19,Customs Inspection,No,4,3407.24,13628.96,929225.61,FOB,Delivered
SHP000772,SUP0018,HMM,Hong Kong,Chicago,2024-08-29,2024-09-24,2024-09-24,26,0,None,Yes,1,1272.98,1272.98,447301.93,EXW,Delivered
SHP000773,SUP0018,ONE,Hong Kong,Seattle,2022-08-29,2022-10-09,2022-10-09,41,0,None,Yes,9,4245.93,38213.37,528675.96,FOB,Delivered
SHP000774,SUP0006,HMM,Singapore,Los Angeles,2023-08-17,2023-09-02,2023-09-02,16,0,None,Yes,4,3540.65,14162.6,427619.14,CFR,Delivered
SHP000775,SUP0017,MSC,Ningbo,Seattle,2024-11-09,2024-12-17,2024-12-17,38,0,None,Yes,7,3046.71,21326.97,246578.37,FOB,Delivered
SHP000776,SUP0006,HMM,Busan,Toronto,2024-11-16,2024-12-29,2024-12-29,43,0,None,Yes,9,1757.69,15819.21,859851.32,EXW,Delivered
SHP000777,SUP0009,COSCO,Shenzhen,Los Angeles,2023-04-04,2023-04-20,2023-04-20,16,0,None,Yes,1,3166.58,3166.58,944943.7,EXW,Delivered
SHP000778,SUP0005,Hapag-Lloyd,Shanghai,New York,2023-03-07,2023-03-28,2023-03-28,21,0,None,Yes,10,4397.21,43972.1,358333.78,CFR,Delivered
SHP000779,SUP0009,CMA CGM,Rotterdam,Chicago,2023-10-27,2023-11-13,2023-11-13,17,0,None,Yes,4,3502.76,14011.04,315705.31,EXW,Delivered
SHP000780,SUP0001,COSCO,Shenzhen,Miami,2023-06-12,2023-07-09,2023-07-09,27,0,None,Yes,5,1554.5,7772.5,648310.63,DAP,Delivered
SHP000781,SUP0005,ZIM,Busan,Miami,2024-01-25,2024-02-17,2024-02-17,23,0,None,Yes,3,2499.74,7499.22,824818.09,CIF,Delivered
SHP000782,SUP0007,HMM,Hamburg,Los Angeles,2023-08-01,2023-08-16,2023-08-16,15,0,None,Yes,3,3824.75,11474.25,702998.48,CIF,Delivered
SHP000783,SUP0003,CMA CGM,Shenzhen,Miami,2023-05-18,2023-06-30,2023-06-30,43,0,None,Yes,9,1307.98,11771.82,762921.99,FOB,Delivered
SHP000784,SUP0020,MSC,Rotterdam,Miami,2022-02-12,2022-03-05,2022-03-05,21,0,None,Yes,1,1289.06,1289.06,781611.74,EXW,Delivered
SHP000785,SUP0005,HMM,Shanghai,Toronto,2022-08-06,2022-09-10,2022-09-10,35,0,None,Yes,8,3610.79,28886.32,897770.78,CIF,Delivered
SHP000786,SUP0010,ONE,Hamburg,Los Angeles,2023-05-15,2023-06-01,2023-06-01,17,0,None,Yes,9,1255.38,11298.42,833678.66,FOB,Delivered
SHP000787,SUP0018,Hapag-Lloyd,Shenzhen,Miami,2022-10-18,2022-11-01,2022-11-01,14,0,None,Yes,7,2225.92,15581.44,385644.42,EXW,Delivered
SHP000788,SUP0008,Yang Ming,Shenzhen,Seattle,2022-12-14,2023-01-04,2023-01-04,21,0,None,Yes,5,2122.04,10610.2,634911.93,FOB,Delivered
SHP000789,SUP0012,MSC,Shanghai,Los Angeles,2022-12-31,2023-02-10,2023-02-10,41,0,None,Yes,3,3313.9,9941.7,192709.03,EXW,Delivered
SHP000790,SUP0020,Hapag-Lloyd,Hong Kong,Vancouver,2023-07-10,2023-08-24,2023-09-05,45,12,Port Congestion,No,1,3988.34,3988.34,979146.95,CIF,Delivered
SHP000791,SUP0011,CMA CGM,Rotterdam,Seattle,2024-09-06,2024-09-24,2024-09-24,18,0,None,Yes,5,1335.27,6676.35,356900.74,CIF,Delivered
SHP000792,SUP0006,Yang Ming,Hong Kong,Houston,2024-10-09,2024-11-19,2024-11-19,41,0,None,Yes,7,3026.45,21185.15,654773.98,CIF,Delivered
SHP000793,SUP0008,Yang Ming,Rotterdam,Seattle,2024-12-29,2025-02-12,2025-02-12,45,0,None,Yes,4,2223.12,8892.48,601915.74,DAP,In Transit
SHP000794,SUP0017,HMM,Busan,Vancouver,2023-04-27,2023-06-03,2023-06-03,37,0,None,Yes,1,2140.87,2140.87,500230.03,CIF,Delivered
SHP000795,SUP0004,Maersk,Hong Kong,Houston,2022-10-13,2022-11-14,2022-11-14,32,0,None,Yes,9,4395.73,39561.57,917306.21,CIF,Delivered
SHP000796,SUP0007,Evergreen,Shanghai,Los Angeles,2022-08-29,2022-09-21,2022-09-21,23,0,None,Yes,7,2175.23,15226.61,716331.68,CFR,Delivered
SHP000797,SUP0003,ZIM,Ningbo,Toronto,2022-10-28,2022-12-04,2022-12-04,37,0,None,Yes,2,846.17,1692.34,839514.59,DAP,Delivered
SHP000798,SUP0005,CMA CGM,Hamburg,Los Angeles,2024-12-16,2025-01-18,2025-01-18,33,0,None,Yes,6,2442.7,14656.2,662604.79,FOB,In Transit
SHP000799,SUP0010,MSC,Ningbo,Toronto,2022-03-07,2022-04-01,2022-04-01,25,0,None,Yes,7,3880.92,27166.44,695908.37,DAP,Delivered
SHP000800,SUP0018,Hapag-Lloyd,Singapore,New York,2024-05-17,2024-06-10,2024-06-19,24,9,Documentation Error,No,7,4418.33,30928.31,168876.69,CIF,Delivered
SHP000801,SUP0013,HMM,Shanghai,New York,2024-03-14,2024-04-08,2024-04-08,25,0,None,Yes,2,3821.27,7642.54,495014.29,EXW,Delivered
SHP000802,SUP0013,Yang Ming,Ningbo,Toronto,2024-01-31,2024-03-12,2024-03-12,41,0,None,Yes,2,1087.89,2175.78,623030.66,EXW,Delivered
SHP000803,SUP0001,Evergreen,Singapore,Los Angeles,2022-08-07,2022-08-25,2022-08-25,18,0,None,Yes,5,1494.65,7473.25,241639.62,FOB,Delivered
